ORTHO,PHON
inspectés,5spEkte
inspecteur,5spEkt9R
inspecteurs,5spEkt9R
inspection,5spEksj%
inspections,5spEksj%
inspectrice,5spEktRis
inspira,5spiRa
inspirait,5spiRE
inspirant,5spiR@
inspiration,5spiRasj%
inspirations,5spiRasj%
inspire,5spiR
inspiré,5spiRe
inspiré,5spiRe
inspirée,5spiRe
inspirée,5spiRe
inspirent,5spiR
inspirer,5spiRe
inspirèrent,5spiRER
instable,5stabl*
instables,5stabl*
installa,5stala
installai,5stalE
installaient,5stalE
installait,5stalE
installâmes,5stalam
installant,5stal@
installation,5stalasj%
installations,5stalasj%
installe,5stal
installé,5stale
installée,5stale
installées,5stale
installent,5stal
installer,5stale
installera,5stalRa
installerais,5stalRE
installerait,5stalRE
installèrent,5stalER
installes,5stal
installés,5stale
installez,5stale
installons,5stal%
instamment,5stam@
instances,5st@s
instant,5st@
instant,5st@
instantané,5st@tane
instantané,5st@tane
instantanément,5st@tanem@
instante,5st@t
instants,5st@
instants,5st@
instinct,5st5
instinctif,5st5ktif
instinctivement,5st5ktivm@
instincts,5st5
institué,5stit8e
institut,5stity
institut,5stity
instituteur,5stityt9R
instituteurs,5stityt9R
institutrice,5stitytRis
institutrices,5stitytRis
instructeur,5stRykt9R
instructeurs,5stRykt9R
instruction,5stRyksj%
instructions,5stRyksj%
instructives,5stRyktiv
instruire,5stR8iR
instruisent,5stR8iz
instruit,5stR8i
instruit,5stR8i
instruite,5stR8it
instruites,5stR8it
instruits,5stR8i
instrument,5stRym@
instruments,5stRym@
insu,5sy
insubmersibles,5sybmERsibl*
insuccès,5syksE
insuffisant,5syfiz@
insuffisante,5syfiz@t
insuffisants,5syfiz@
insulaire,5sylER
insulaire,5sylER
insultaient,5syltE
insulte,5sylt*
insulté,5sylte
insulter,5sylte
insultes,5sylt*
insultes,5sylt*
insultés,5sylte
insupportable,5sypoRtabl*
insupportablement,5sypoRtabl*m@
insupportables,5sypoRtabl*
insurge,5syRZ*
insurgés,5syRZe
insurmontable,5syRm%tabl*
insurmontables,5syRm%tabl*
intact,5takt
intacte,5takt*
intacts,5takt
intarissable,5taRisabl*
intégrait,5tegRE
intégral,5tegRal
intégré,5tegRe
intégrée,5tegRe
intègrent,5tEgR*
intégrés,5tegRe
intégrité,5tegRite
intellectuel,5telEkt8El
intellectuels,5telEkt8El
intelligemment,5teliZam@
intelligence,5teliZ@s
intelligent,5teliZ@
intelligente,5teliZ@t
intelligentes,5teliZ@t
intelligents,5teliZ@
intelligible,5teliZibl*
intelligibles,5teliZibl*
intempéries,5t@peRi
intempestif,5t@pEstif
intenable,5tnabl*
intendance,5t@d@s
intense,5t@s
intensément,5t@sem@
intenses,5t@s
intensif,5t@sif
intensifie,5t@sifi
intensifier,5t@sifje
intensité,5t@site
intensive,5t@siv
intention,5t@sj%
intentionné,5t@sjone
intentionnellement,5t@sjonElm@
intentions,5t@sj%
inter,5tER
interactif,5tERaktif
interactifs,5tERaktif
intercalant,5tERkal@
intercale,5tERkal
intercalé,5tERkale
intercalent,5tERkal
intercaler,5tERkale
intercalés,5tERkale
intercalés,5tERkale
intercepté,5tERsEpte
intercepter,5tERsEpte
interchangeables,5tERS@Zabl*
interclasse,5tERklAs
intercostale,5tERkostal
interdiction,5tERdiksj%
interdictions,5tERdiksj%
interdire,5tERdiR
interdis,5tERdi
interdisait,5tERdizE
interdisent,5tERdiz
interdit,5tERdi
interdit,5tERdi
interdit,5tERdi
interdite,5tERdit
interdite,5tERdit
interdits,5tERdi
interdits,5tERdi
interdits,5tERdi
intéressa,5teREsa
intéressaient,5teREsE
intéressais,5teREsE
intéressait,5teREsE
intéressant,5teREs@
intéressant,5teREs@
intéressant,5teREs@
intéressante,5teREs@t
intéressantes,5teREs@t
intéressants,5teREs@
intéresse,5teREs
intéressé,5teRese
intéressé,5teRese
intéressé,5teRese
intéressée,5teRese
intéressée,5teRese
intéressent,5teREs
intéresser,5teRese
intéressera,5teREsRa
intéresserait,5teREsRE
intéressèrent,5teREsER
intéressés,5teRese
intéressés,5teRese
intéressez,5teRese
intéressions,5teREsj%
intérêt,5teRE
intérêts,5teRE
intérieur,5teRj9R
intérieur,5teRj9R
intérieure,5teRj9R
intérieurement,5teRj9Rm@
intérieures,5teRj9R
intérieurs,5teRj9R
intérim,5teRim
interjection,5tERZEksj%
interlocuteur,5tERlokyt9R
interlocuteurs,5tERlokyt9R
interlocutrice,5tERlokytRis
interloqué,5tERloke
interloqué,5tERloke
interloquée,5tERloke
interlude,5tERlyd
intermède,5tERmEd
intermédiaire,5tERmedjER
intermédiaire,5tERmedjER
interminable,5tERminabl*
interminablement,5tERminabl*m@
interminables,5tERminabl*
intermittent,5tERmit@
intermittentes,5tERmit@t
international,5tERnasjonal
international,5tERnasjonal
internationale,5tERnasjonal
internationales,5tERnasjonal
internationaux,5tERnasjonO
interne,5tERn*
interne,5tERn*
interné,5tERne
internement,5tERn*m@
internes,5tERn*
interpella,5tERp*la
interpellaient,5tERp*lE
interpellait,5tERp*lE
interpelle,5tERpEl
interpellé,5tERp*le
interpellée,5tERp*le
interpellent,5tERpEl
interpeller,5tERp*le
interpellèrent,5tERp*lER
interphone,5tERfon
interplanétaire,5tERplanetER
interposa,5tERpOza
interposaient,5tERpOzE
interpose,5tERpOz
interposé,5tERpOze
interprétait,5tERpRetE
interprétation,5tERpRetasj%
interprétations,5tERpRetasj%
interprète,5tERpREt
interprète,5tERpREt
interprété,5tERpRete
interprétée,5tERpRete
interprètent,5tERpREt
interpréter,5tERpRete
interprètes,5tERpREt
interprétés,5tERpRete
interrogateur,5tERogat9R
interrogatif,5tERogatif
interrogatif,5tERogatif
interrogatifs,5tERogatif
interrogatifs,5tERogatif
interrogation,5tERogasj%
interrogations,5tERogasj%
interrogative,5tERogativ
interrogatives,5tERogativ
interrogatoire,5tERogatwaR
interroge,5tERoZ
interrogé,5tERoZe
interrogea,5tERoZa
interrogeai,5tERoZE
interrogeait,5tERoZE
interrogeant,5tERoZ@
interrogée,5tERoZe
interrogées,5tERoZe
interrogent,5tERoZ
interroger,5tERoZe
interrogeraient,5tERoZRE
interrogèrent,5tERoZER
interrogerons,5tERoZR%
interroges,5tERoZ
interrogés,5tERoZe
interrogez,5tERoZe
interrogiez,5tERoZje
interrompait,5tER%pE
interrompant,5tER%p@
interrompe,5tER%p
interrompent,5tER%p
interrompez,5tER%pe
interrompirent,5tER%piR
interrompit,5tER%pi
interrompre,5tER%pR*
interrompt,5tER%
interrompu,5tER%py
interrompu,5tER%py
interrompue,5tER%py
interrompue,5tER%py
interrompues,5tER%py
interrupteur,5tERypt9R
interruption,5tERypsj%
intersidérales,5tERsideRal
intertitres,5tERtitR*
intervalle,5tERval
intervalles,5tERval
intervenais,5tERv*nE
intervenait,5tERv*nE
intervenir,5tERv*niR
intervention,5tERv@sj%
interventions,5tERv@sj%
intervenu,5tERv*ny
intervenue,5tERv*ny
intervenues,5tERv*ny
intervenus,5tERv*ny
intervienne,5tERvjEn
interviennent,5tERvjEn
interviens,5tERvj5
intervient,5tERvj5
interview,5tERvju
interviewa,5tERvjuva
interviewent,5tERvjuv
interviewer,5tERvjuv9R
interviewer,5tERvjuve
interviewons,5tERvjuv%
intervinrent,5tERv5R
intervint,5tERv5
intestin,5tEst5
intestins,5tEst5
intime,5tim
intime,5tim
intimida,5timida
intimide,5timid
intimidé,5timide
intimidée,5timide
intimider,5timide
intimidés,5timide
intimité,5timite
intitule,5tityl
intitulé,5tityle
intitulé,5tityle
intitulée,5tityle
intitulées,5tityle
intitulerait,5titylRE
intituleras,5titylRa
intitulés,5tityle
intolérable,5toleRabl*
intolérance,5toleR@s
intonation,5tonasj%
intonations,5tonasj%
intouchables,5tuSabl*
intoxiquer,5toksike
intraduisible,5tRad8izibl*
intraitable,5tREtabl*
intramusculaire,5tRamyskylER
intransitif,5tR@zitif
intransmissible,5tR@smisibl*
intransportables,5tR@spoRtabl*
intrépide,5tRepid
intrépides,5tRepid
intrigant,5tRig@
intriguaient,5tRigE
intrigue,5tRig
intrigue,5tRig
intrigué,5tRige
intriguée,5tRige
intriguées,5tRige
intriguer,5tRige
intrigues,5tRig
intrigués,5tRige
intriqué,5tRike
introducteur,5tRodykt9R
introductif,5tRodyktif
introduction,5tRodyksj%
introduire,5tRod8iR
introduis,5tRod8i
introduisant,5tRod8iz@
introduisent,5tRod8iz
introduisez,5tRod8ize
introduisirent,5tRod8iziR
introduisit,5tRod8izi
introduit,5tRod8i
introduite,5tRod8it
introduites,5tRod8it
introduits,5tRod8i
introuvable,5tRuvabl*
introuvables,5tRuvabl*
intrus,5tRy
intrus,5tRy
intruse,5tRyz
intruses,5tRyz
intrusion,5tRyzj%
intuition,5t8isj%
inusable,inyzabl*
inutile,inytil
inutile,inytil
inutilement,inytilm@
inutiles,inytil
inutilisable,inytilizabl*
inutilisables,inytilizabl*
inutilisé,inytilize
inutilité,inytilite
invalides,5valid
invalidité,5validite
invariable,5vaRjabl*
invariablement,5vaRjabl*m@
invariables,5vaRjabl*
invasion,5vazj%
invasions,5vazj%
invendu,5v@dy
inventa,5v@ta
inventaire,5v@tER
inventais,5v@tE
inventait,5v@tE
inventant,5v@t@
invente,5v@t
inventé,5v@te
inventée,5v@te
inventées,5v@te
inventent,5v@t
inventer,5v@te
inventeras,5v@tRa
inventèrent,5v@tER
inventeront,5v@tR%
inventes,5v@t
inventés,5v@te
inventeur,5v@t9R
inventeur,5v@t9R
inventeurs,5v@t9R
inventeurs,5v@t9R
inventez,5v@te
inventiez,5v@tje
inventif,5v@tif
invention,5v@sj%
inventions,5v@sj%
inventions,5v@sj%
inventons,5v@t%
inventoriant,5v@toRj@
inventorier,5v@toRje
inversait,5vERsE
inversant,5vERs@
inverse,5vERs*
inverse,5vERs*
inverse,5vERs*
inversé,5vERse
inversée,5vERse
inversement,5vERs*m@
inverser,5vERse
inversés,5vERse
inversion,5vERsj%
inversions,5vERsj%
investi,5vEsti
investir,5vEstiR
invétérés,5veteRe
invincible,5v5sibl*
invisibilité,5vizibilite
invisible,5vizibl*
invisibles,5vizibl*
invita,5vita
invitai,5vitE
invitait,5vitE
invitant,5vit@
invitation,5vitasj%
invitations,5vitasj%
invite,5vit
invité,5vite
invité,5vite
invité,5vite
invitée,5vite
invitée,5vite
invitée,5vite
invitées,5vite
invitées,5vite
inviter,5vite
invitera,5vitRa
inviterai,5vitRE
inviterais,5vitRE
inviteras,5vitRa
invitèrent,5vitER
invites,5vit
invités,5vite
invités,5vite
invités,5vite
invitiez,5vitje
invitons,5vit%
invivable,5vivabl*
involontaire,5vol%tER
involontairement,5vol%tERm@
involontaires,5vol%tER
invoquant,5vok@
invoque,5vok
invoquer,5voke
invraisemblable,5vREs@blabl*
invraisemblables,5vREs@blabl*
invraisemblances,5vREs@bl@s
invulnérable,5vylneRabl*
iode,jod
ipéca,ipeka
ira,iRa
irai,iRE
iraient,iRE
irais,iRE
irait,iRE
iran,iR@
iras,iRa
irascible,iRasibl*
irascibles,iRasibl*
ire,iR
irène,iREn
irez,iRe
iriez,iRje
irions,iRj%
iris,iRis
irisé,iRize
irisées,iRize
irlandaises,iRl@dEz
irlande,iRl@d
irma,iRma
ironie,iRoni
ironique,iRonik
ironiquement,iRonikm@
ironisa,iRoniza
ironise,iRoniz
irons,iR%
iront,iR%
iroquois,iRokwa
irradiant,iRadj@
irradiant,iRadj@
irréalisable,iRealizabl*
irrécupérable,iRekypeRabl*
irrécusable,iRekyzabl*
irréductibles,iRedyktibl*
irréel,iReEl
irréelle,iReEl
irréelles,iReEl
irréels,iReEl
irréfléchi,iRefleSi
irréfutable,iRefytabl*
irrégularités,iRegylaRite
irrégulier,iRegylje
irrégulier,iRegylje
irrégulière,iRegyljER
irrégulièrement,iRegyljERm@
irrégulières,iRegyljER
irréguliers,iRegylje
irrémédiable,iRemedjabl*
irrémédiablement,iRemedjabl*m@
irremplaçable,iR@plasabl*
irréparable,iRepaRabl*
irréprochable,iRepRoSabl*
irréprochables,iRepRoSabl*
irrésistible,iRezistibl*
irrésistiblement,iRezistibl*m@
irrésistibles,iRezistibl*
irrespectueux,iREspEkt82
irrespirable,iREspiRabl*
irréversible,iRevERsibl*
irrévocable,iRevokabl*
irrévocablement,iRevokabl*m@
irriguer,iRige
irrita,iRita
irritable,iRitabl*
irritables,iRitabl*
irritation,iRitasj%
irrité,iRite
irritée,iRite
irritent,iRit
irriter,iRite
irrités,iRite
irruption,iRypsj%
isaac,izaak
isabelle,izabEl
isaïe,izai
isard,izaR
isba,izba
isengrin,iz@gR5
isère,izER
islandais,isl@dE
islande,isl@d
isocèle,izosEl
isocèles,izosEl
isolantes,izol@t
isolation,izolasj%
isole,izol
isolé,izole
isolé,izole
isolé,izole
isolée,izole
isolée,izole
isolées,izole
isolées,izole
isolement,izolm@
isolément,izolem@
isoler,izole
isolés,izole
isoloir,izolwaR
isoloirs,izolwaR
israël,izRaEl
israélienne,isRaeljEn
issu,isy
issue,isy
issue,isy
issues,isy
issus,isy
italie,itali
italien,italj5
italien,italj5
italienne,italjEn
italienne,italjEn
italiennes,italjEn
italiens,italj5
italiens,italj5
italique,italik
italiques,italik
itinéraire,itineRER
itinéraires,itineRER
ivan,iv@
ivoire,ivwaR
ivoires,ivwaR
ivre,ivR*
ivres,ivR*
ivresse,ivREs
ivrogne,ivRoN
ivrogne,ivRoN
ivrognes,ivRoN
ixel,iksEl
jabot,ZabO
jabotant,Zabot@
jacassa,Zakasa
jacassaient,ZakasE
jacassait,ZakasE
jacasse,Zakas
jacasse,Zakas
jacassement,Zakasm@
jacasser,Zakase
jacinthe,Zas5t
jacinthes,Zas5t
jack,Zak
jackson,dZakson
jacky,Zaki
jacob,Zakob
jacotin,Zakot5
jacotte,Zakot
jacquard,ZakaR
jacqueline,Zaklin
jacques,Zak
jacquez,Zakez
jacta,Zakta
jacuzzi,Zakyzi
jade,Zad
jades,Zad
jadis,Zadis
jaguar,ZagwaR
jaguar,ZagwaR
jaguars,ZagwaR
jailli,Zaji
jaillir,ZajiR
jaillirent,ZajiR
jaillissaient,ZajisE
jaillissait,ZajisE
jaillissant,Zajis@
jaillissent,Zajis
jaillit,Zaji
jais,ZE
jalonnées,Zalone
jalouse,Zaluz
jalousement,Zaluzm@
jalousie,Zaluzi
jaloux,Zalu
jaloux,Zalu
jamais,ZamE
jambages,Z@baZ
jambe,Z@b
jambes,Z@b
jambière,Z@bjER
jambière,Z@bjER
jambon,Z@b%
jambonneau,Z@bonO
jambonneaux,Z@bonO
jambonnettes,Z@bonEt
jambons,Z@b%
james,dZEms
jane,Zan
jante,Z@t
janvier,Z@vje
janvier,Z@vje
jaouen,Zaw5
japon,Zap%
japonais,ZaponE
japonais,ZaponE
japonaise,ZaponEz
japonaise,ZaponEz
japonaises,ZaponEz
japonaises,ZaponEz
jappa,Zapa
jappais,ZapE
jappait,ZapE
jappant,Zap@
jappe,Zap
jappé,Zape
jappement,Zapm@
jappements,Zapm@
japper,Zape
jaquette,ZakEt
jardin,ZaRd5
jardinage,ZaRdinaZ
jardine,ZaRdin
jardiner,ZaRdine
jardinet,ZaRdinE
jardinier,ZaRdinje
jardinière,ZaRdinjER
jardinières,ZaRdinjER
jardiniers,ZaRdinje
jardins,ZaRd5
jargon,ZaRg%
jarre,ZaR
jarres,ZaR
jarret,ZaRE
jarretières,ZaRtjER
jarrets,ZaRE
jars,ZaR
jase,ZAz
jasent,ZAz
jaser,ZAze
jasmin,Zasm5
jasmins,Zasm5
jason,Zaz%
jatte,Zat
jattes,Zat
jaugea,ZOZa
jaugeant,ZOZ@
jaunâtre,ZOnAtR*
jaunâtres,ZOnAtR*
jaune,ZOn
jaune,ZOn
jaunes,ZOn
jaunes,ZOn
jaunet,ZOnE
jauni,ZOni
jauni,ZOni
jaunies,ZOni
jaunies,ZOni
jaunir,ZOniR
jaunis,ZOni
jaunisse,ZOnis
jaunissent,ZOnis
java,Zava
javanais,ZavanE
javanais,ZavanE
javas,Zava
javel,ZavEl
javelines,Zavlin
javelot,ZavlO
javelots,ZavlO
javert,ZavER
jazz,dZAz
je,Z*
jean,Z@
jean,dZin
jeanne,Zan
jeannette,ZanEt
jeannot,ZanO
jeans,dZins
jeep,dZip
jeep,dZip
jérémiades,ZeRemjad
jérémie,ZeRemi
jérémy,ZeRemi
jérôme,ZeROm
jerrican,ZeRikan
jersey,ZERzE
jersey,ZERzE
jérusalem,ZeRyzalEm
jessica,Zesika
jésus,Zezy
jet,ZE
jeta,Z*ta
jetable,Z*tabl*
jetables,Z*tabl*
jetai,Z*tE
jetaient,Z*tE
jetait,Z*tE
jetant,Z*t@
jetas,Z*ta
jeté,Z*te
jeté,Z*te
jetée,Z*te
jetée,Z*te
jetée,Z*te
jetées,Z*te
jeter,Z*te
jetèrent,Z*tER
jetés,Z*te
jetez,Z*te
jetiez,Z*tje
jeton,Z*t%
jetons,Z*t%
jetons,Z*t%
jets,ZE
jette,ZEt
jettent,ZEt
jettera,ZEtRa
jetterai,ZEtRE
jetteraient,ZEtRE
jetterait,ZEtRE
jetteront,ZEtR%
jettes,ZEt
jeu,Z2
jeudi,Z2di
jeudis,Z2di
jeûnaient,Z2nE
jeûnait,Z2nE
jeune,Z9n
jeune,Z9n
jeûne,Z2n
jeûné,Z2ne
jeûneront,Z2nR%
jeunes,Z9n
jeunes,Z9n
jeunesse,Z9nEs
jeunesse,Z9nEs
jeunet,Z9nE
jeunette,Z9nEt
jeunot,Z9nO
jeux,Z2
jim,Zim
jimmy,Zimi
jo,dZO
joachim,Zoakim
joban,Zob@
jockey,ZokE
jockeys,ZokE
joconde,Zok%d
jody,Zodi
joe,dZO
joël,ZOEl
joëlle,ZOEl
joggeurs,dZog9R
jogging,dZogiG
johan,Zoan
john,dZon
joie,Zwa
joies,Zwa
joignant,ZwaN@
joignent,ZwaN
joignirent,ZwaNiR
joignit,ZwaNi
joindre,Zw5dR*
joint,Zw5
joint,Zw5
joint,Zw5
jointées,Zw5te
jointes,Zw5t
joints,Zw5
joints,Zw5
joints,Zw5
jointure,Zw5tyR
jointures,Zw5tyR
jojo,ZOZO
jojo,ZoZo
joli,Zoli
joli,Zoli
jolie,Zoli
jolies,Zoli
joliesse,ZoljEs
joliment,Zolim@
jolis,Zoli
jolis,Zoli
jonas,ZOnas
jonathan,Zonat@
jonc,Z%
jonchant,Z%S@
jonché,Z%Se
jonché,Z%Se
joncs,Z%
jonction,Z%ksj%
jones,dZOns
jonglait,Z%glE
jongle,Z%gl*
jonglent,Z%gl*
jongler,Z%gle
jonglerie,Z%gl*Ri
jongleur,Z%gl9R
jongleurs,Z%gl9R
jongleuse,Z%gl2z
jonquille,Z%kij
jonquilles,Z%kij
josé,Zoze
joseph,ZozEf
joséphine,Zozefin
josie,Zozi
joua,Zwa
jouable,Zwabl*
jouaient,ZwE
jouais,ZwE
jouait,ZwE
jouant,Zw@
joue,Zu
joue,Zu
joué,Zwe
jouée,Zwe
jouées,Zwe
jouent,Zu
jouer,Zwe
jouera,ZuRa
jouerai,ZuRE
jouerait,ZuRE
joueras,ZuRa
jouèrent,ZwER
jouerons,ZuR%
joueront,ZuR%
joues,Zu
joues,Zu
joués,Zwe
jouet,ZwE
jouets,ZwE
joueur,Zw9R
joueur,Zw9R
joueurs,Zw9R
joueurs,Zw9R
joueuse,Zw2z
joueuse,Zw2z
joueuses,Zw2z
jouez,Zwe
joufflu,Zufly
joufflu,Zufly
joug,Zu
joui,Zwi
jouions,Zuj%
jouir,ZwiR
jouissait,ZwisE
jouissant,Zwis@
jouit,Zwi
joujou,ZuZu
joujoux,ZuZu
jouons,Zw%
jour,ZuR
journal,ZuRnal
journalier,ZuRnalje
journalière,ZuRnaljER
journalières,ZuRnaljER
journaliers,ZuRnalje
journalisme,ZuRnalism*
journaliste,ZuRnalist*
journalistes,ZuRnalist*
journalistique,ZuRnalistik
journaux,ZuRnO
journée,ZuRne
journées,ZuRne
journellement,ZuRnElm@
jours,ZuR
jovial,Zovjal
joviale,Zovjal
joyau,ZwajO
joyaux,ZwajO
joyeuse,Zwaj2z
joyeusement,Zwaj2zm@
joyeuses,Zwaj2z
joyeux,Zwaj2
joyeux,Zwaj2
jubilant,Zybil@
jubilant,Zybil@
jubilation,Zybilasj%
juchant,ZyS@
juché,ZySe
juchée,ZySe
judiciaire,ZydisjER
judicieusement,Zydisj2zm@
judith,Zydit
judo,ZydO
judoka,Zydoka
juge,ZyZ
juge,ZyZ
jugé,ZyZe
jugé,ZyZe
jugea,ZyZa
jugeait,ZyZE
jugeant,ZyZ@
jugées,ZyZe
jugement,ZyZm@
jugements,ZyZm@
jugent,ZyZ
juger,ZyZe
jugerions,ZyZRj%
juges,ZyZ
juges,ZyZ
jugez,ZyZe
jugiez,ZyZje
jugulé,Zygyle
juifs,Z8if
juifs,Z8if
juillet,Z8ijE
juillet,Z8ijE
juin,Z85
juin,Z85
juju,ZyZy
jules,Zyl
julia,Zylja
julie,Zyli
julien,Zylj5
julienne,ZyljEn
julienne,ZyljEn
juliette,ZyljEt
julius,Zyljys
jumeau,ZymO
jumeau,ZymO
jumeaux,ZymO
jumelle,ZymEl
jumelle,ZymEl
jumelles,ZymEl
jumelles,ZymEl
jument,Zym@
juments,Zym@
jungle,Z%gl*
junior,ZynjoR
junior,ZynjoR
juniors,ZynjoR
juniors,ZynjoR
jupe,Zyp
jupes,Zyp
jupiter,ZypitER
jupon,Zyp%
jupons,Zyp%
jura,ZyRa
jura,ZyRa
juraient,ZyRE
jurait,ZyRE
jurant,ZyR@
jure,ZyR
juré,ZyRe
juré,ZyRe
jurer,ZyRe
jurèrent,ZyRER
jures,ZyR
jurés,ZyRe
jurez,ZyRe
jurisprudence,ZyRispRyd@s
juron,ZyR%
jurons,ZyR%
jurons,ZyR%
jury,ZyRi
jus,Zy
jusque,Zysk*
juste,Zyst*
juste,Zyst*
juste,Zyst*
justement,Zyst*m@
justes,Zyst*
justesse,ZystEs
justice,Zystis
justicier,Zystisje
justifiant,Zystifj@
justification,Zystifikasj%
justifie,Zystifi
justifiées,Zystifje
justifient,Zystifi
justifier,Zystifje
justifiez,Zystifje
justin,Zyst5
justine,Zystin
jute,Zyt
juteuse,Zyt2z
juteuses,Zyt2z
juteux,Zyt2
juxtaposant,ZykstapOz@
juxtaposées,ZykstapOze
juxtaposées,ZykstapOze
kabuki,kabuki
kaki,kaki
kaki,kaki
kaléidoscope,kaleidoskop
kamante,kam@t
kangourou,k@guRu
kangourous,k@guRu
kao,kao
kapok,kapok
kapokier,kapokje
kappa,kapa
karaté,kaRate
karatéka,kaRateka
karen,kaREn
karim,kaRim
karine,kaRin
kart,kaRt
karting,kaRtiG
kassim,kasim
kayak,kajak
kazakh,kazak
kelly,keli
kenneth,kenEt
kent,kEnt
kenya,kenja
képi,kepi
képis,kepi
képler,keplER
kermesse,kERmEs
kersauson,kERsOz%
ketchup,kEtS9p
khan,kan
kid,kid
kidnappé,kidnape
kidnapper,kidnape
kidnappez,kidnape
kidnapping,kidnapiG
kifki,kifki
kiki,kiki
kilimandjaro,kilim@dZaRO
kilo,kilO
kilogramme,kilogRam
kilogrammes,kilogRam
kilométrage,kilometRaZ
kilomètre,kilomEtR*
kilomètres,kilomEtR*
kilométrique,kilometRik
kilos,kilO
kilt,kilt
kimono,kimonO
kimonos,kimonO
king,kiG
kiosque,kjosk*
kiosques,kjosk*
kirghize,kiRgiz
kirghize,kiRgiz
kirghizes,kiRgiz
kiri,kiRi
kirsch,kiRS
kit,kit
kitchenette,kitS*nEt
kiwi,kiwi
kiwis,kiwi
klaxon,klaks%
klaxonnaient,klaksonE
klaxonnant,klakson@
klaxonnent,klakson
klaxonner,klaksone
klotz,klotz
knock,knok
knout,knut
koala,koala
koalas,koala
kohol,kool
kohols,kool
koïmé,kojme
kong,k%g
korrigans,koRig@
kouré,kuRe
kraft,kRaft
krill,kRil
kumquat,komkwat
kungo,kungO
kunkata,kunkata
kurdes,kyRd*
kyrielles,kiRjEl
kzamms,gzam
la,la
la,la
là,la
labeur,lab9R
labiacées,labjase
labo,labO
laboratoire,laboRatwaR
laboratoires,laboRatwaR
laborieuse,laboRj2z
laborieusement,laboRj2zm@
laborieux,laboRj2
labour,labuR
labourait,labuRE
labourant,labuR@
laboure,labuR
labouré,labuRe
labourée,labuRe
labourées,labuRe
labourent,labuR
labourer,labuRe
laboures,labuR
labourés,labuRe
laboureur,labuR9R
labours,labuR
labrador,labRadoR
labro,labRO
labyrinthe,labiR5t
labyrinthes,labiR5t
lac,lak
lac,lak
laçage,lasaZ
lace,las
lacées,lase
lacer,lase
lacérer,laseRe
laces,las
lacet,lasE
lacets,lasE
lâcha,lASa
lâchaient,lASE
lâchais,lASE
lâchait,lASE
lâchâmes,lASam
lâchant,lAS@
lâche,lAS
lâche,lAS
lâche,lAS
lâché,lASe
lâchée,lASe
lâchement,lASm@
lâchent,lAS
lâcher,lASe
lâcher,lASe
lâcherai,lASRE
lâcheras,lASRa
lâchèrent,lASER
lâcherons,lASR%
lâches,lAS
lâches,lAS
lâchés,lASe
lâchés,lASe
lâcheté,lASte
lâchez,lASe
lacis,lasi
laconique,lakonik
lacs,lak
lactaire,laktER
lactée,lakte
lactées,lakte
lacunes,lakyn
lady,ledi
lafouille,lafuj
lagaffe,lagaf
lagon,lag%
lagons,lag%
lagopède,lagopEd
lagune,lagyn
lagunes,lagyn
laïcs,laik
laid,lE
laide,lEd
laideron,lEdR%
laides,lEd
laideur,lEd9R
laids,lE
laie,lE
laïka,laika
lainage,lEnaZ
lainages,lEnaZ
laine,lEn
laines,lEn
laineuse,lEn2z
laineux,lEn2
laïque,laik
laissa,lEsa
laissai,lEsE
laissaient,lEsE
laissais,lEsE
laissait,lEsE
laissâmes,lEsam
laissant,lEs@
laissassent,lEsas
laissât,lEsa
laisse,lEs
laisse,lEs
laissé,lese
laissée,lese
laissées,lese
laissent,lEs
laisser,lese
laissera,lEsRa
laisserai,lEsRE
laisseraient,lEsRE
laisserait,lEsRE
laisseras,lEsRa
laissèrent,lEsER
laisserez,lEsRe
laisseriez,lEsRje
laisserons,lEsR%
laisseront,lEsR%
laisses,lEs
laissés,lese
laissez,lese
laissions,lEsj%
laissons,lEs%
lait,lE
laitage,lEtaZ
laitages,lEtaZ
laitance,lEt@s
laiterie,lEtRi
laiteries,lEtRi
laiteuse,lEt2z
laiteux,lEt2
laitier,letje
laitier,letje
laitière,letjER
laitiers,letje
laiton,lEt%
laitue,lety
laitues,lety
lama,lama
lamas,lama
lambeau,l@bO
lambeaux,l@bO
lambins,l@b5
lambris,l@bRi
lambrissée,l@bRise
lame,lam
lamelle,lamEl
lamelles,lamEl
lamenta,lam@ta
lamentable,lam@tabl*
lamentablement,lam@tabl*m@
lamentables,lam@tabl*
lamentaient,lam@tE
lamentait,lam@tE
lamentant,lam@t@
lamentation,lam@tasj%
lamentations,lam@tasj%
lamente,lam@t
lamentée,lam@te
lamentent,lam@t
lamenter,lam@te
lames,lam
laminoirs,laminwaR
lampadaire,l@padER
lampadaires,l@padER
lampe,l@p
lampée,l@pe
lampes,l@p
lampion,l@pj%
lampions,l@pj%
lampourde,l@puRd*
lampyre,l@piR
lança,l@sa
lançai,l@sE
lançaient,l@sE
lançais,l@sE
lançait,l@sE
lançant,l@s@
lance,l@s
lance,l@s
lancé,l@se
lancée,l@se
lancées,l@se
lancement,l@sm@
lancent,l@s
lancer,l@se
lancer,l@se
lancera,l@sRa
lancerai,l@sRE
lancerais,l@sRE
lancèrent,l@sER
lancers,l@se
lances,l@s
lances,l@s
lancés,l@se
lanceur,l@s9R
lanceurs,l@s9R
lancez,l@se
lancia,l@sja
lancions,l@sj%
lançons,l@s%
land,l@d
landais,l@dE
landau,l@dO
landaus,l@dO
lande,l@d
