ORTHO,PHON
estraçalhar,estɾasaʎaɾ
estraçalhou,estɾasaʎo
estrada,estɾada
estradão,estɾadɐ̃w
estradas,estɾadas
estradinha,estɾadʒiɲa
estrado,estɾadu
estraga,estɾaga
estragá-la,estɾagala
estragada,estɾagada
estragadas,estɾagadas
estragado,estɾagadu
estragados,estɾagadus
estragam,estɾagɐ̃w
estragando,estɾagɐ̃du
estragar,estɾagaɾ
estragaram,estɾagaɾɐ̃w
estragasse,estɾagasi
estragava,estɾagava
estrago,estɾagu
estragos,estɾagus
estragou,estɾago
estrague,estɾagi
estraguem,estɾagẽ
estrangeira,estɾɐ̃ʒeɾa
estrangeiras,estɾɐ̃ʒeɾas
estrangeiro,estɾɐ̃ʒeɾu
estrangeiros,estɾɐ̃ʒeɾus
estrangulada,estɾɐ̃gulada
estrangularei,estɾɐ̃gulaɾej
estranha,estɾɐɲa
estranhamente,estɾɐɲamẽtʃi
estranhando,estɾɐɲɐ̃du
estranhar,estɾɐɲaɾ
estranharam,estɾɐɲaɾɐ̃w
estranhas,estɾɐɲas
estranhava,estɾɐɲava
estranhei,estɾɐɲej
estranhíssimo,estɾɐɲisimu
estranho,estɾɐɲu
estranhos,estɾɐɲus
estranhou,estɾɐɲo
estratégia,estɾatɛʒja
estratégica,estɾatɛʒika
estratigráfica,estɾatʃigɾafika
estratos,estɾatus
estratosfera,estɾatosfɛɾa
estreando,estɾeɐ̃du
estrear,estɾeaɾ
estrebaria,estɾebaɾia
estrebuchou,estɾebuʃo
estreia,estɾɛja
estreita,estɾejta
estreitas,estɾejtas
estreitinha,estɾejtʃiɲa
estreitinho,estɾejtʃiɲu
estreito,estɾejtu
estreitos,estɾejtus
estreitou,estɾejto
estrela,estɾela
estrelada,estɾelada
estrelado,estɾeladu
estrelas,estɾelas
estrelinha,estɾeliɲa
estrelinhas,estɾeliɲas
estremece,estɾemɛsi
estremecendo,estɾemesẽdu
estremecer,estɾemeseɾ
estremecerem,estɾemeseɾẽ
estremeceu,estɾemesew
estremeci,estɾemesi
estremecia,estɾemesia
estremeciam,estɾemesiɐ̃w
estremunhada,estɾemuɲada
estremunhado,estɾemuɲadu
estrépido,estɾɛpidu
estriado,estɾiadu
estriados,estɾiadus
estribilho,estɾibiʎu
estribo,estɾibu
estribos,estɾibus
estridente,estɾidẽtʃi
estridentemente,estɾidẽtʃimẽtʃi
estridentes,estɾidẽtʃis
estridor,estɾidoɾ
estrilo,estɾilu
estripulia,estɾipulia
estripulias,estɾipulias
estrofe,estɾɔfi
estrofes,estɾɔfis
estrondam,estɾõdɐ̃w
estrondear,estɾõdeaɾ
estrondo,estɾõdu
estrondosa,estɾõdɔza
estropiado,estɾopiadu
estrume,estɾumi
estrutura,estɾutuɾa
estruturação,estɾutuɾasɐ̃w
estruturais,estɾutuɾajs
estrutural,estɾutuɾaw
estruturar,estɾutuɾaɾ
estruturas,estɾutuɾas
estruture,estɾutuɾi
estuda,estuda
estudá-la,estudala
estudá-lo,estudalu
estudá-los,estudalus
estudada,estudada
estudadas,estudadas
estudado,estudadu
estudados,estudadus
estudai,estudaj
estudais,estudajs
estudam,estudɐ̃w
estudamos,estudɐmus
estudando,estudɐ̃du
estudante,estudɐ̃tʃi
estudantes,estudɐ̃tʃis
estudar,estudaɾ
estudara,estudaɾa
estudará,estudaɾa
estudaram,estudaɾɐ̃w
estudáramos,estudaɾamus
estudarão,estudaɾɐ̃w
estudaras,estudaɾas
estudarás,estudaɾas
estudardes,estudaɾdʒis
estudarei,estudaɾej
estudareis,estudaɾejs
estudáreis,estudaɾejs
estudarem,estudaɾẽ
estudaremos,estudaɾemus
estudares,estudaɾis
estudaria,estudaɾia
estudariam,estudaɾiɐ̃w
estudaríamos,estudaɾiamus
estudarias,estudaɾias
estudaríeis,estudaɾiejs
estudarmos,estudaɾmus
estudas,estudas
estudasse,estudasi
estudásseis,estudasejs
estudassem,estudasẽ
estudássemos,estudasimus
estudasses,estudasis
estudaste,estudastʃi
estudastes,estudastʃis
estudava,estudava
estudavam,estudavɐ̃w
estudávamos,estudavamus
estudavas,estudavas
estudáveis,estudavejs
estude,estudʒi
estudei,estudej
estudeis,estudejs
estudem,estudẽ
estudemos,estudemus
estudes,estudʒis
estúdio,estudʒju
estúdios,estudʒjus
estudiosa,estudʒiɔza
estudiosas,estudʒiɔzas
estudioso,estudʒiozu
estudiosos,estudʒiɔzus
estudo,estudu
estudos,estudus
estudou,estudo
estufa,estufa
estufadas,estufadas
estufado,estufadu
estufados,estufadus
estufar,estufaɾ
estufas,estufas
estufava,estufava
estufou,estufo
estupendas,estupẽdas
estupendo,estupẽdu
estúpida,estupida
estupidamente,estupidamẽtʃi
estúpidas,estupidas
estupidez,estupides
estúpido,estupidu
esturricada,estuhikada
esvaía,ezvaia
esvair,ezvaiɾ
esvazia,ezvazia
esvaziada,ezvaziada
esvaziamento,ezvaziamẽtu
esvaziamentos,ezvaziamẽtus
esvaziando,ezvaziɐ̃du
esvaziar,ezvaziaɾ
esvaziou,ezvazio
esverdeada,ezveɾdeada
esverdeado,ezveɾdeadu
esverdeados,ezveɾdeadus
esverdear,ezveɾdeaɾ
esvoaça,ezvoasa
esvoaçar,ezvoasaɾ
esvoaçava,ezvoasava
esvoaçavam,ezvoasavɐ̃w
esvoaçou,ezvoaso
eta,ɛta
êta,eta
etapa,etapa
etapas,etapas
etária,etaɾja
éter,ɛteɾ
eterna,etɛɾna
eternamente,etɛɾnamẽtʃi
eternidade,eteɾnidadʒi
eterno,etɛɾnu
eternos,etɛɾnus
etiqueta,etʃiketa
etiquetas,etʃiketas
etiquete,etʃikɛtʃi
etnia,etʃinia
étnica,ɛtʃinika
etnicamente,etʃinikamẽtʃi
eu,ew
eucalipto,ewkalipitu
eucalípto,ewkalipitu
eucaliptos,ewkalipitus
eucaristia,ewkaɾistʃia
euclides,ewklidʒis
eufeidolôcio,ewfejdolosju
euforia,ewfoɾia
eufrosina,ewfɾozina
eufrozina,ewfɾozina
eugen,ewʒẽ
eugênia,ewʒenja
eugênio,ewʒenju
eulália,ewlalja
eunice,ewnisi
eurásia,ewɾazja
eurico,ewɾiku
europa,ewɾɔpa
europeia,ewɾopɛja
europeias,ewɾopɛjas
europeu,ewɾopew
europeus,ewɾopews
eusébio,ewzɛbju
eustáquia,ewstakia
eva,ɛva
evacuado,evakuadu
evacuar,evakuaɾ
evadir,evadʒiɾ
evandro,evɐ̃dɾu
evapora,evapɔɾa
evaporação,evapoɾasɐ̃w
evaporada,evapoɾada
evaporado,evapoɾadu
evaporam,evapɔɾɐ̃w
evaporando,evapoɾɐ̃du
evaporar,evapoɾaɾ
evapore,evapɔɾi
evaristo,evaɾistu
evasão,evazɐ̃w
eventuais,evẽtuajs
eventual,evẽtuaw
eventualmente,evẽtuawmẽtʃi
evidência,evidẽsja
evidenciada,evidẽsiada
evidenciando,evidẽsiɐ̃du
evidenciar,evidẽsiaɾ
evidências,evidẽsjas
evidencie,evidẽsii
evidente,evidẽtʃi
evita,evita
evitá-la,evitala
evitá-los,evitalus
evitada,evitada
evitadas,evitadas
evitado,evitadu
evitados,evitadus
evitam,evitɐ̃w
evitamos,evitɐmus
evitando,evitɐ̃du
evitar,evitaɾ
evitaria,evitaɾia
evitava,evitava
evite,evitʃi
evitou,evito
evocar,evokaɾ
evolução,evolusɐ̃w
evoluções,evolusõjs
evoluem,evoluẽ
evoluída,evoluida
evoluíram,evoluiɾɐ̃w
evoluiu,evoluiw
evolutivo,evolutʃivu
ex,es
exagera,ezaʒɛɾa
exagerada,ezaʒeɾada
exageradas,ezaʒeɾadas
exagerado,ezaʒeɾadu
exagerando,ezaʒeɾɐ̃du
exagerar,ezaʒeɾaɾ
exagerava,ezaʒeɾava
exagero,ezaʒeɾu
exageros,ezaʒeɾus
exagerou,ezaʒeɾo
exalam,ezalɐ̃w
exalava,ezalava
exalta,ezawta
exaltação,ezawtasɐ̃w
exaltadas,ezawtadas
exaltado,ezawtadu
exaltar,ezawtaɾ
exame,ezɐmi
exames,ezɐmis
examina,ezamina
examiná-lo,ezaminalu
examinado,ezaminadu
examinador,ezaminadoɾ
examinadores,ezaminadoɾis
examinados,ezaminadus
examinando,ezaminɐ̃du
examinar,ezaminaɾ
examinaram,ezaminaɾɐ̃w
examinassem,ezaminasẽ
examinava,ezaminava
examinavam,ezaminavɐ̃w
examine,ezamini
examinei,ezaminej
examinou,ezamino
exata,ezata
exatamente,ezatamẽtʃi
exatas,ezatas
exatidão,ezatʃidɐ̃w
exato,ezatu
exatos,ezatus
exaurir,ezawɾiɾ
exausta,ezawsta
exausto,ezawstu
exaustor,ezawstoɾ
exaustos,ezawstus
exceção,esesɐ̃w
exceções,esesõjs
excede,esɛdʒi
excedentes,esedẽtʃis
excedia,esedʒia
excelência,eselẽsja
excelências,eselẽsjas
excelente,eselẽtʃi
excelentes,eselẽtʃis
excelentíssima,eselẽtʃisima
excelentíssimo,eselẽtʃisimu
excelentíssimos,eselẽtʃisimus
excêntrico,esẽtɾiku
excepcionais,esepisionajs
excepcional,esepisionaw
excepcionalidade,esepisionalidadʒi
excessiva,esesiva
excessivamente,esesivamẽtʃi
excessivas,esesivas
excessivo,esesivu
excesso,esɛsu
exceto,esɛtu
excetue,esetui
excitação,esitasɐ̃w
excitações,esitasõjs
excitadíssimos,esitadʒisimus
excitados,esitadus
excitante,esitɐ̃tʃi
excitar,esitaɾ
exclama,esklɐma
exclamação,esklamasɐ̃w
exclamando,esklamɐ̃du
exclamar,esklamaɾ
exclamaram,esklamaɾɐ̃w
exclamativa,esklamatʃiva
exclamativas,esklamatʃivas
exclamava,esklamava
exclamavam,esklamavɐ̃w
exclamou,esklamo
excluídas,eskluidas
excluído,eskluidu
excluindo,eskluĩdu
excluir,eskluiɾ
exclusão,eskluzɐ̃w
exclusivamente,eskluzivamẽtʃi
exclusivas,eskluzivas
exclusivo,eskluzivu
excreção,eskɾesɐ̃w
excrementos,eskɾemẽtus
excretor,eskɾetoɾ
excretores,eskɾetoɾis
excursão,eskuɾsɐ̃w
excursionista,eskuɾsionista
excursões,eskuɾsõjs
execução,ezekusɐ̃w
executa,ezekuta
executada,ezekutada
executadas,ezekutadas
executado,ezekutadu
executados,ezekutadus
executam,ezekutɐ̃w
executando,ezekutɐ̃du
executar,ezekutaɾ
executasse,ezekutasi
executivo,ezekutʃivu
executou,ezekuto
exemplar,ezẽplaɾ
exemplares,ezẽplaɾis
exemplifica,ezẽplifika
exemplificação,ezẽplifikasɐ̃w
exemplificador,ezẽplifikadoɾ
exemplificam,ezẽplifikɐ̃w
exemplificando,ezẽplifikɐ̃du
exemplificar,ezẽplifikaɾ
exemplificou,ezẽplifiko
exemplifique,ezẽplifiki
exemplo,ezẽplu
exemplos,ezẽplus
exerçam,ezeɾsɐ̃w
exerce,ezɛɾsi
exercem,ezɛɾsẽ
exercendo,ezeɾsẽdu
exercer,ezeɾseɾ
exerceram,ezeɾseɾɐ̃w
exerceu,ezeɾsew
exerciam,ezeɾsiɐ̃w
exercício,ezeɾsisju
exercícios,ezeɾsisjus
exercida,ezeɾsida
exercidas,ezeɾsidas
exercido,ezeɾsidu
exercidos,ezeɾsidus
exercitar,ezeɾsitaɾ
exército,ezɛɾsitu
exércitos,ezɛɾsitus
exibe,ezibi
exibes,ezibis
exibia,ezibia
exibição,ezibisɐ̃w
exibicionista,ezibisionista
exibições,ezibisõjs
exibidas,ezibidas
exibido,ezibidu
exibidos,ezibidus
exibindo,ezibĩdu
exibir,ezibiɾ
exibiu,ezibiw
exige,eziʒi
exigem,eziʒẽ
exigência,eziʒẽsja
exigências,eziʒẽsjas
exigente,eziʒẽtʃi
exigentes,eziʒẽtʃis
exigia,eziʒia
exigiam,eziʒiɐ̃w
exigida,eziʒida
exigido,eziʒidu
exigindo,eziʒĩdu
exigir,eziʒiɾ
exigirá,eziʒiɾa
exigiram,eziʒiɾɐ̃w
exigirem,eziʒiɾẽ
exigiu,eziʒiw
exijo,eziʒu
exilada,ezilada
exilado,eziladu
exilar,ezilaɾ
exílio,ezilju
exímio,ezimju
exista,ezista
existam,ezistɐ̃w
existe,ezistʃi
existem,ezistẽ
existência,ezistẽsja
existente,ezistẽtʃi
existentes,ezistẽtʃis
existia,ezistʃia
existiam,ezistʃiɐ̃w
existimos,ezistʃimus
existindo,ezistʃĩdu
existir,ezistʃiɾ
existiram,ezistʃiɾɐ̃w
existirão,ezistʃiɾɐ̃w
existirem,ezistʃiɾẽ
existiria,ezistʃiɾia
existiriam,ezistʃiɾiɐ̃w
existisse,ezistʃisi
existissem,ezistʃisẽ
existiu,ezistʃiw
êxito,ezitu
êxodo,ezudu
exonerar,ezoneɾaɾ
exorbitar,ezoɾbitaɾ
exortação,ezoɾtasɐ̃w
exosfera,ezosfɛɾa
exótica,ezɔtʃika
exótico,ezɔtʃiku
expande,espɐ̃dʒi
expandem,espɐ̃dẽ
expandindo,espɐ̃dʒĩdu
expandir,espɐ̃dʒiɾ
expandiu,espɐ̃dʒiw
expansão,espɐ̃sɐ̃w
expansionista,espɐ̃sionista
expansível,espɐ̃siviw
expectador,espekitadoɾ
expectadores,espekitadoɾis
expectativa,espekitatʃiva
expectativas,espekitatʃivas
expectorar,espekitoɾaɾ
expedição,espedʒisɐ̃w
expedicionários,espedʒisionaɾjus
expedições,espedʒisõjs
expedido,espedʒidu
expedidor,espedʒidoɾ
expedidos,espedʒidus
expediente,espedʒiẽtʃi
expedito,espedʒitu
expele,espɛli
expelem,espɛlẽ
expelido,espelidu
expelidos,espelidus
expelindo,espelĩdu
expelir,espeliɾ
experiência,espeɾiẽsja
experienciais,espeɾiẽsiajs
experiências,espeɾiẽsjas
experiente,espeɾiẽtʃi
experientes,espeɾiẽtʃis
experimenta,espeɾimẽta
experimentá-lo,espeɾimẽtalu
experimentada,espeɾimẽtada
experimentado,espeɾimẽtadu
experimental,espeɾimẽtaw
experimentam,espeɾimẽtɐ̃w
experimentando,espeɾimẽtɐ̃du
experimentar,espeɾimẽtaɾ
experimentaram,espeɾimẽtaɾɐ̃w
experimentarem,espeɾimẽtaɾẽ
experimentassem,espeɾimẽtasẽ
experimentava,espeɾimẽtava
experimentavam,espeɾimẽtavɐ̃w
experimente,espeɾimẽtʃi
experimentem,espeɾimẽtẽ
experimentemos,espeɾimẽtemus
experimento,espeɾimẽtu
experimentos,espeɾimẽtus
experimentou,espeɾimẽto
experto,espɛɾtu
expiar,espiaɾ
expiatório,espiatɔɾju
expiração,espiɾasɐ̃w
expirar,espiɾaɾ
expiro,espiɾu
expirômetro,espiɾomitɾu
explanação,esplanasɐ̃w
explanou,esplano
explica,esplika
explicá-los,esplikalus
explicação,esplikasɐ̃w
explicações,esplikasõjs
explicada,esplikada
explicadinho,esplikadʒiɲu
explicado,esplikadu
explicador,esplikadoɾ
explicados,esplikadus
explicam,esplikɐ̃w
explicando,esplikɐ̃du
explicar,esplikaɾ
explicaram,esplikaɾɐ̃w
explicativa,esplikatʃiva
explicativos,esplikatʃivus
explicava,esplikava
explicavam,esplikavɐ̃w
explico,espliku
explicou,espliko
explique,espliki
expliquei,esplikej
expliquem,esplikẽ
explode,esplɔdʒi
explodir,esplodʒiɾ
explodirá,esplodʒiɾa
explodiram,esplodʒiɾɐ̃w
explodiu,esplodʒiw
explora,esplɔɾa
explorá-las,esploɾalas
explorá-lo,esploɾalu
explorá-los,esploɾalus
exploração,esploɾasɐ̃w
explorações,esploɾasõjs
explorada,esploɾada
exploradas,esploɾadas
explorado,esploɾadu
explorador,esploɾadoɾ
exploradora,esploɾadoɾa
exploradoras,esploɾadoɾas
exploradores,esploɾadoɾis
explorados,esploɾadus
exploram,esplɔɾɐ̃w
exploramos,esploɾɐmus
explorando,esploɾɐ̃du
explorar,esploɾaɾ
exploraram,esploɾaɾɐ̃w
explorava,esploɾava
exploravam,esploɾavɐ̃w
explore,esplɔɾi
explorou,esploɾo
explosão,esplozɐ̃w
explosivo,esplozivu
explosões,esplozõjs
expõe,espõj
expõem,espõj
expoente,espoẽtʃi
expondo,espõdu
exponha,espoɲa
exponham,espoɲɐ̃w
expor,espoɾ
exporta,espɔɾta
exportação,espoɾtasɐ̃w
exportações,espoɾtasõjs
exportado,espoɾtadu
exportador,espoɾtadoɾ
exportados,espoɾtadus
exportamos,espoɾtɐmus
exportando,espoɾtɐ̃du
exportar,espoɾtaɾ
exportarmos,espoɾtaɾmus
exportávamos,espoɾtavamus
exposição,espozisɐ̃w
exposições,espozisõjs
exposta,espɔsta
expostas,espɔstas
exposto,espostu
expostos,espɔstus
expressa,espɾɛsa
expressá-lo,espɾesalu
expressam,espɾɛsɐ̃w
expressamente,espɾɛsamẽtʃi
expressamos,espɾesɐmus
expressando,espɾesɐ̃du
expressão,espɾesɐ̃w
expressar,espɾesaɾ
expressarem,espɾesaɾẽ
expressarmos,espɾesaɾmus
expressas,espɾɛsas
expresse,espɾɛsi
expressivo,espɾesivu
expressivos,espɾesivus
expresso,espɾɛsu
expressões,espɾesõjs
expressos,espɾɛsus
expressou,espɾeso
exprima,espɾima
exprime,espɾimi
exprimem,espɾimẽ
exprimir,espɾimiɾ
expulsa,espuwsa
expulsão,espuwsɐ̃w
expulsar,espuwsaɾ
expulsara,espuwsaɾa
expulsaram,espuwsaɾɐ̃w
expulsas,espuwsas
expulsavam,espuwsavɐ̃w
expulso,espuwsu
expulsos,espuwsus
expulsou,espuwso
expunha,espuɲa
expuseram,espuzɛɾɐ̃w
êxtase,estazi
extasia,estazia
extasiado,estaziadu
extasiados,estaziadus
extensa,estẽsa
extensão,estẽsɐ̃w
extensas,estẽsas
extensiva,estẽsiva
extensivo,estẽsivu
extenso,estẽsu
extensões,estẽsõjs
extensos,estẽsus
exterior,esteɾioɾ
exteriores,esteɾioɾis
exterminados,esteɾminadus
extermínio,esteɾminju
exterminou,esteɾmino
externa,estɛɾna
externamente,estɛɾnamẽtʃi
externas,estɛɾnas
externato,esteɾnatu
externo,estɛɾnu
externos,estɛɾnus
extinção,estʃĩsɐ̃w
extingui-los,estʃĩgilus
extinguiam,estʃĩgiɐ̃w
extinguir,estʃĩgiɾ
extinguiram,estʃĩgiɾɐ̃w
extinguiu,estʃĩgiw
extinta,estʃĩta
extinto,estʃĩtu
extintos,estʃĩtus
extra,ɛstɾa
extração,estɾasɐ̃w
extraem,estɾaẽ
extrai,estɾaj
extraia,estɾaja
extraía,estɾaia
extraída,estɾaida
extraídas,estɾaidas
extraído,estɾaidu
extraídos,estɾaidus
extraímos,estɾaimus
extraindo,estɾaĩdu
extraio,estɾaju
extrair,estɾaiɾ
extraíram,estɾaiɾɐ̃w
extraordinária,estɾaoɾdʒinaɾja
extraordinariamente,estɾaoɾdʒinaɾiamẽtʃi
extraordinárias,estɾaoɾdʒinaɾjas
extraordinário,estɾaoɾdʒinaɾju
extraordinários,estɾaoɾdʒinaɾjus
extras,ɛstɾas
extraterrestre,estɾatehɛstɾi
extrativa,estɾatʃiva
extrativas,estɾatʃivas
extrativismo,estɾatʃivizmu
extrativismos,estɾatʃivizmus
extrativistas,estɾatʃivistas
extrativos,estɾatʃivus
extrato,estɾatu
extravagante,estɾavagɐ̃tʃi
extravagantes,estɾavagɐ̃tʃis
extravasar,estɾavazaɾ
extraviar,estɾaviaɾ
extravios,estɾavius
extremada,estɾemada
extremamente,estɾemamẽtʃi
extremidade,estɾemidadʒi
extremidades,estɾemidadʒis
extremo,estɾemu
extremos,estɾemus
exuberância,ezubeɾɐ̃sja
exuberante,ezubeɾɐ̃tʃi
exultação,ezuwtasɐ̃w
exultante,ezuwtɐ̃tʃi
exultar,ezuwtaɾ
exultava,ezuwtava
exultou,ezuwto
ezequiel,ezekiɛw
fá,fa
fã,fɐ̃
fabiana,fabiɐna
fabiano,fabiɐnu
fábio,fabju
fabrica,fabɾika
fábrica,fabɾika
fabricação,fabɾikasɐ̃w
fabricada,fabɾikada
fabricadas,fabɾikadas
fabricado,fabɾikadu
fabricados,fabɾikadus
fabricam,fabɾikɐ̃w
fabricamos,fabɾikɐmus
fabricando,fabɾikɐ̃du
fabricante,fabɾikɐ̃tʃi
fabricantes,fabɾikɐ̃tʃis
fabricar,fabɾikaɾ
fabricará,fabɾikaɾa
fabricaram,fabɾikaɾɐ̃w
fabricarem,fabɾikaɾẽ
fábricas,fabɾikas
fabricasse,fabɾikasi
fabricava,fabɾikava
fabricavam,fabɾikavɐ̃w
fabrico,fabɾiku
fabricou,fabɾiko
fabril,fabɾiw
fabrique,fabɾiki
fabriquei,fabɾikej
fábula,fabula
fábulas,fabulas
fabulosas,fabulɔzas
fabuloso,fabulozu
fabulosos,fabulɔzus
faca,faka
faça,fasa
facada,fakada
façais,fasajs
facalhão,fakaʎɐ̃w
facalhaz,fakaʎas
façam,fasɐ̃w
façamos,fasɐmus
façanha,fasɐɲa
façanhas,fasɐɲas
facão,fakɐ̃w
facas,fakas
facção,fakisɐ̃w
face,fasi
faceira,faseɾa
faceiras,faseɾas
faceiro,faseɾu
fáceis,fasejs
faces,fasis
fachada,faʃada
facheiro,faʃeɾu
facho,faʃu
fachos,faʃus
faciais,fasiajs
fácil,fasiw
facilidade,fasilidadʒi
facílimas,fasilimas
facílimo,fasilimu
facilita,fasilita
facilitação,fasilitasɐ̃w
facilitadas,fasilitadas
facilitado,fasilitadu
facilitam,fasilitɐ̃w
facilitando,fasilitɐ̃du
facilitar,fasilitaɾ
facilitará,fasilitaɾa
facilitaram,fasilitaɾɐ̃w
facilitarem,fasilitaɾẽ
facilitaria,fasilitaɾia
facilitava,fasilitava
facilitou,fasilito
facilmente,fasiwmẽtʃi
faço,fasu
facões,fakõjs
facona,fakona
faculdade,fakuwdadʒi
faculdades,fakuwdadʒis
facultativo,fakuwtatʃivu
fada,fada
fadas,fadas
fadiga,fadʒiga
fadinha,fadʒiɲa
fadinhas,fadʒiɲas
fafá,fafa
fafi,fafi
fagner,fagineɾ
fagote,fagɔtʃi
fagulha,faguʎa
fagulhas,faguʎas
faina,fajna
faisão,fajzɐ̃w
faísca,faiska
faiscador,fajskadoɾ
faiscadores,fajskadoɾis
faiscagem,fajskaʒẽ
faiscando,fajskɐ̃du
faiscar,fajskaɾ
faíscas,faiskas
faiscava,fajskava
faisqueira,fajskeɾa
faisqueiro,fajskeɾu
faisquinha,fajskiɲa
faixa,faʃa
faixada,faʃada
faixas,faʃas
fajuto,faʒutu
fala,fala
falação,falasɐ̃w
falada,falada
faladas,faladas
faladeira,faladeɾa
faladeiras,faladeɾas
falado,faladu
falador,faladoɾ
falados,faladus
falais,falajs
falam,falɐ̃w
falamos,falɐmus
falando,falɐ̃du
falanges,falɐ̃ʒis
falante,falɐ̃tʃi
falantes,falɐ̃tʃis
falar,falaɾ
falara,falaɾa
falaram,falaɾɐ̃w
falarão,falaɾɐ̃w
falarás,falaɾas
falarei,falaɾej
falaremos,falaɾemus
falaria,falaɾia
falariam,falaɾiɐ̃w
falarmos,falaɾmus
falas,falas
falasse,falasi
falassem,falasẽ
falássemos,falasimus
falatório,falatɔɾju
falatórios,falatɔɾjus
falava,falava
falavam,falavɐ̃w
falávamos,falavamus
falcão,fawkɐ̃w
fale,fali
falecer,faleseɾ
faleceu,falesew
falecido,falesidu
falei,falej
falem,falẽ
falésia,falɛzja
falésias,falɛzjas
falha,faʎa
falhar,faʎaɾ
falharam,faʎaɾɐ̃w
falho,faʎu
falhou,faʎo
falível,faliviw
falo,falu
falou,falo
falsa,fawsa
falsamente,fawsamẽtʃi
falsário,fawsaɾju
falsas,fawsas
falseou,fawseo
falsidade,fawsidadʒi
falsos,fawsus
falta,fawta
faltado,fawtadu
faltam,fawtɐ̃w
faltando,fawtɐ̃du
faltar,fawtaɾ
faltará,fawtaɾa
faltaram,fawtaɾɐ̃w
faltaria,fawtaɾia
faltas,fawtas
faltasse,fawtasi
faltava,fawtava
faltavam,fawtavɐ̃w
falte,fawtʃi
faltei,fawtej
faltem,fawtẽ
falto,fawtu
faltosa,fawtɔza
faltoso,fawtozu
faltosos,fawtɔzus
faltou,fawto
fama,fɐma
família,familja
familiar,familiaɾ
familiares,familiaɾis
familiaridade,familiaɾidadʒi
familiarizados,familiaɾizadus
famílias,familjas
faminta,famĩta
famintas,famĩtas
faminteza,famĩteza
faminto,famĩtu
famintos,famĩtus
famosa,famɔza
famosas,famɔzas
famosíssimos,famozisimus
famoso,famozu
famosos,famɔzus
fanático,fanatʃiku
fandango,fɐ̃dɐ̃gu
fanfarrão,fɐ̃fahɐ̃w
fanfarras,fɐ̃fahas
faniquito,fanikitu
fanta,fɐ̃ta
fantasia,fɐ̃tazia
fantasiadas,fɐ̃taziadas
fantasiado,fɐ̃taziadu
fantasiar,fɐ̃taziaɾ
fantasias,fɐ̃tazias
fantasiosas,fɐ̃taziɔzas
fantasioso,fɐ̃taziozu
fantasiosos,fɐ̃taziɔzus
fantasiou,fɐ̃tazio
fantasma,fɐ̃tazma
fantasmas,fɐ̃tazmas
fantasmice,fɐ̃tazmisi
fantasminha,fɐ̃tazmiɲa
fantasminhas,fɐ̃tazmiɲas
fantástica,fɐ̃tastʃika
fantásticas,fɐ̃tastʃikas
fantástico,fɐ̃tastʃiku
fantásticos,fɐ̃tastʃikus
fantoche,fɐ̃tɔʃi
fantoches,fɐ̃tɔʃis
faqueiro,fakeɾu
faquinha,fakiɲa
far,faɾ
fará,faɾa
farão,faɾɐ̃w
farda,faɾda
fardo,faɾdu
farei,faɾej
fareis,faɾejs
farejando,faɾeʒɐ̃du
farejar,faɾeʒaɾ
farejaram,faɾeʒaɾɐ̃w
farejava,faɾeʒava
farejou,faɾeʒo
farelo,faɾɛlu
farelos,faɾɛlus
faremos,faɾemus
farfalhar,faɾfaʎaɾ
faria,faɾia
fariam,faɾiɐ̃w
faringe,faɾĩʒi
farinha,faɾiɲa
farinhas,faɾiɲas
farmacêutica,faɾmasewtʃika
farmacêuticas,faɾmasewtʃikas
farmacêutico,faɾmasewtʃiku
farmacêuticos,faɾmasewtʃikus
farmácia,faɾmasja
farmácias,faɾmasjas
farnel,faɾnɛw
faro,faɾu
farofa,faɾɔfa
faróis,faɾɔjs
faroizinhos,faɾɔjziɲus
farol,faɾɔw
faroleiro,faɾoleɾu
farolete,faɾoletʃi
farolões,faɾolõjs
farolzinho,faɾɔwziɲu
farpado,faɾpadu
farra,faha
farrapo,fahapu
farrapos,fahapus
farras,fahas
farroupilha,fahowpiʎa
farsa,faɾsa
farsante,faɾsɐ̃tʃi
farta,faɾta
fartamente,faɾtamẽtʃi
fartar,faɾtaɾ
fartas,faɾtas
farto,faɾtu
fartos,faɾtus
fartura,faɾtuɾa
faruei,faɾuej
fãs,fɐ̃s
fascículo,fasikulu
fascina,fasina
fascinação,fasinasɐ̃w
fascinado,fasinadu
fascinante,fasinɐ̃tʃi
fascinantes,fasinɐ̃tʃis
fascinar,fasinaɾ
fascinava,fasinava
fascínio,fasinju
fase,fazi
fases,fazis
fatacaz,fatakas
fatal,fataw
fatalidade,fatalidadʒi
fatia,fatʃia
fatias,fatʃias
fatídica,fatʃidʒika
fatiga,fatʃiga
fátima,fatʃima
fato,fatu
fator,fatoɾ
fatoração,fatoɾasɐ̃w
fatorados,fatoɾadus
fatorar,fatoɾaɾ
fatore,fatɔɾi
fatores,fatoɾis
fatos,fatus
faturou,fatuɾo
fauces,fawsis
fauna,fawna
fausto,fawstu
fava,fava
favela,favɛla
favelados,faveladus
favelas,favɛlas
favo,favu
favor,favoɾ
favoráveis,favoɾavejs
favorável,favoɾaviw
favoreça,favoɾesa
favorece,favoɾɛsi
favorecem,favoɾɛsẽ
favorecendo,favoɾesẽdu
favorecer,favoɾeseɾ
favoreceram,favoɾeseɾɐ̃w
favoreceu,favoɾesew
favorecida,favoɾesida
favorecidos,favoɾesidus
